material_id,tau_e,original_qsq_floor_e,original_qsq_eligible,n_planned,n_valid,n_fail,n_exceed,valid_exceedance_fraction,valid_exact_one_sided_95_upper,conservative_exceedance_fraction,conservative_exact_one_sided_95_upper,any_fresh_exceedance,any_unresolved,fresh_max_response_e,fresh_max_over_original_floor
mp-1044003,0.01,0.0001696445782863,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.0002949215000001004,1.7384669936364092
mp-1044463,0.0001,0.0015030091860817,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.0017298319999996536,1.1509124601621856
mp-1044463,0.001,0.0015030091860817,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.0017298319999996536,1.1509124601621856
mp-1044463,0.01,0.0015030091860817,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.0017298319999996536,1.1509124601621856
mp-1046632,0.0001,0.0002561349776266,False,59,59,0,56,0.9491525423728814,0.9859991254964248,0.9491525423728814,0.9859991254964248,True,False,0.00040713299999950436,1.5895251939898387
mp-1046632,0.001,0.0002561349776266,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.00040713299999950436,1.5895251939898387
mp-1046632,0.01,0.0002561349776266,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.00040713299999950436,1.5895251939898387
mp-1065204,0.0001,2.7056110224243923e-05,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,5.025519999968253e-05,1.8574436451937133
mp-1065204,0.001,2.7056110224243923e-05,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,5.025519999968253e-05,1.8574436451937133
mp-1065204,0.01,2.7056110224243923e-05,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,5.025519999968253e-05,1.8574436451937133
mp-1069461,0.0001,0.0010995194244669,False,59,59,0,54,0.9152542372881356,0.9660128232745311,0.9152542372881356,0.9660128232745311,True,False,0.0012482417999999385,1.1352612534381976
mp-1069461,0.001,0.0010995194244669,False,59,59,0,3,0.05084745762711865,0.12620655673085027,0.05084745762711865,0.12620655673085027,True,False,0.0012482417999999385,1.1352612534381976
mp-1069461,0.01,0.0010995194244669,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.0012482417999999385,1.1352612534381976
mp-10761,0.0001,0.0016631708205121,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.0031730609000000243,1.9078382453962368
mp-10761,0.001,0.0016631708205121,False,59,59,0,31,0.5254237288135594,0.6378737598809749,0.5254237288135594,0.6378737598809749,True,False,0.0031730609000000243,1.9078382453962368
